EMPRESA,NIT,PLACA,ANO DE FABRIC./MODELO,RENAVAM,N° CHASSI,VISTORIADO,N° DE SELO,AR CONDICIONADO,DISPOSITIVO DE ACESSIBILIDADE,PASSAGEIROS SENTADOS,GPS,CAMERA,N° DO PROCESSO DE VISTORIA,OBSERVAÇÃO,CONSORCIO
PENDOTIBA,2.1.084,SRS-2B50,2024/2025,1396001287,9BM384057SB370180,2024,37.0,SIM,SIM,44,SIM,SIM,9900063704/24,Veículo anterior baixado - Proc. N° 080007339/2023,TRANSOCEÂNICO
PENDOTIBA,2.1.085,SRR5A44,2024/2025,1395874147,9BM384057SB371741,2024,42.0,SIM,SIM,44,SIM,SIM,9900060719/24,Veículo anterior baixado - Proc. N° 080007341/2023,TRANSOCEÂNICO
PENDOTIBA,2.1.086,SRR-5I34,2024/2025,1396001350,9BM384057SB371706,2024,36.0,SIM,SIM,44,SIM,SIM,9900063709/24,Veículo anterior baixado - Proc. N° 080007344/2023,TRANSOCEÂNICO
PENDOTIBA,2.1.087,SRR5B65,2024/2025,1395893273,9BM384057SB371702,2024,41.0,SIM,SIM,44,SIM,SIM,9900060736/24,Veículo anterior baixado - Proc. N° 080007665/2023,TRANSOCEÂNICO
PENDOTIBA,2.1.088,SRR5A15,2024/2025,1395868961,9BM384057SB371699,2024,42.0,SIM,SIM,44,SIM,SIM,9900060741/24,Veículo anterior baixado - Proc. N° 080008015/2023,TRANSOCEÂNICO
PENDOTIBA,2.1.089,SRR5A35,2024/2025,1395871717,9BM384057SB371695,2024,43.0,SIM,SIM,44,SIM,SIM,9900060761/24,Veículo anterior baixado - Proc. N° 9900000455/24,TRANSOCEÂNICO
PENDOTIBA,2.1.090,SRR-5I40,2024/2025,1396003557,9BM384057SB370177,2024,35.0,SIM,SIM,44,SIM,SIM,9900063713/24,Veículo anterior baixado - Proc. N° 9900000459/24,TRANSOCEÂNICO
PENDOTIBA,2.1.091,SRR5A34,2024/2025,1395871601,9BM384057SB370174,2024,40.0,SIM,SIM,44,SIM,SIM,9900060763/24,Veículo anterior baixado - Proc. N° 9900000460/24,TRANSOCEÂNICO
PENDOTIBA,2.1.092,SRR5A26,2024/2025,1395870281,9BM384057SB371677,2024,45.0,SIM,SIM,44,SIM,SIM,9900060765/24,Veículo anterior baixado - Proc. N° 9900000498/24,TRANSOCEÂNICO
PENDOTIBA,2.1.118,LUE-7E68,2023/2024,1347345296,9BM384057RB316504,2024,278.0,SIM,SIM,44,SIM,SIM,9900073044/24,Veículo anterior baixado - Proc. N° 080000248/23,TRANSOCEÂNICO
PENDOTIBA,2.1.119,LUE-7E74,2023/2024,1347345954,9BM384057RB317213,2024,482.0,SIM,SIM,44,SIM,SIM,9900073071/24,Veículo anterior baixado - Proc. N° 080008257/21,TRANSOCEÂNICO
PENDOTIBA,2.1.120,LUK-9H19,2023/2024,1346508779,9BM384057RB315920,2024,540.0,SIM,SIM,44,SIM,SIM,9900073094/24,Veículo anterior baixado - Proc. N° 080008258/21,TRANSOCEÂNICO
PENDOTIBA,2.1.121,LUA-7G55,2023/2024,1347204196,9BM384057RB320305,2024,61.0,SIM,SIM,44,SIM,SIM,9900072001/24,Veículo anterior baixado - Proc. N° 080008259/21,TRANSOCEÂNICO
PENDOTIBA,2.1.122,LUC-6H99,2023/2024,1347364754,9BM384057RB320312,2024,6.0,SIM,SIM,44,SIM,SIM,9900072017/24,Veículo anterior baixado - Proc. N° 080008260/21,TRANSOCEÂNICO
PENDOTIBA,2.1.123,LUI-8B17,2023/2024,1349201135,9BM384057RB320318,2024,111.0,SIM,SIM,44,SIM,SIM,9900072420/24,Veículo anterior baixado - Proc. N° 080008284/21,TRANSOCEÂNICO
PENDOTIBA,2.1.124,LUQ-6B48,2023/2024,1347203238,9BM384057RB320908,2024,242.0,SIM,SIM,44,SIM,SIM,9900072485/24,Veículo anterior baixado - Proc. N° 080008285/21,TRANSOCEÂNICO
PENDOTIBA,2.1.125,LUC-6F45,2023/2024,1347205214,9BM384057RB320990,2024,437.0,SIM,SIM,44,SIM,SIM,9900072559/24,Veículo anterior baixado - Proc. N° 080002911/18,TRANSOCEÂNICO
PENDOTIBA,2.1.126,LUE-9A47,2023/2024,1348217992,9BM384057RB320987,2024,332.0,SIM,SIM,44,SIM,SIM,9900072645/24,Veículo anterior baixado - Proc. N° 080007501/19,TRANSOCEÂNICO
PENDOTIBA,2.1.127,LUO-7H85,2023/2024,1350315122,9BM384057RB320929,2024,375.0,SIM,SIM,44,SIM,SIM,9900072658/24,Veículo anterior baixado - Proc. N° 080007503/19,TRANSOCEÂNICO
PENDOTIBA,2.1.128,LTW-6G91,2023/2024,1350325659,9BM384057RB317556,2024,427.0,SIM,SIM,44,SIM,SIM,9900073046/24,Veículo anterior baixado - Proc. N° 08000537/2023,TRANSOCEÂNICO
PENDOTIBA,2.1.129,LUI-7H81,2023/2024,1349010496,9BM384057RB317652,2024,483.0,SIM,SIM,44,SIM,SIM,9900073076/24,Veículo anterior baixado - Proc. N° 080005339/2023,TRANSOCEÂNICO
PENDOTIBA,2.1.130,LUO-7H99,2023/2024,1350316072,9BM384057RB321764,2024,543.0,SIM,SIM,44,SIM,SIM,9900073095/24,Veículo anterior baixado - Proc. N° 080005340/2023,TRANSOCEÂNICO
PENDOTIBA,2.1.131,LUI-8J59,2023/2024,1349697378,9BM384057RB321830,2024,60.0,SIM,SIM,44,SIM,SIM,9900072003/24,Veículo anterior baixado - Proc. N° 080008286/21,TRANSOCEÂNICO
PENDOTIBA,2.1.132,LUI-8J65,2023/2024,1349699206,9BM384057RB321820,2024,265.0,SIM,SIM,44,SIM,SIM,9900072019/24,Veículo anterior baixado - Proc. N° 080008287/21,TRANSOCEÂNICO
PENDOTIBA,2.1.133,LUS-8G58,2023/2024,1349694620,9BM384057RB321817,2024,112.0,SIM,SIM,44,SIM,SIM,9900072422/24,Veículo anterior baixado - Proc. N° 080008288/21,TRANSOCEÂNICO
PENDOTIBA,2.1.134,LUS-8G34,2023/2024,1349693437,9BM384057RB322124,2024,241.0,SIM,SIM,44,SIM,SIM,9900072489/24,Veículo anterior baixado - Proc. N° 080008289/21,TRANSOCEÂNICO
PENDOTIBA,2.1.135,LUS-8G45,2023/2024,1349695480,9BM384057RB322154,2024,335.0,SIM,SIM,44,SIM,SIM,9900072566/24,Veículo anterior baixado - Proc. N° 080008290/21,TRANSOCEÂNICO
PENDOTIBA,2.1.136,SRF-9B55,2023/2024,1385321218,9BM382143RB350724,2024,10.0,SIM,SIM,34,SIM,SIM,9900055894/24,Veículo anterior baixado - Proc. N° 9900057006/24,TRANSOCEÂNICO
PENDOTIBA,2.1.137,SRF-9B52,2023/2024,1385318969,9BM382143RB350773,2024,11.0,SIM,SIM,34,SIM,SIM,9900055910/24,Veículo anterior baixado - Proc. N° 9900057008/24,TRANSOCEÂNICO
PENDOTIBA,2.1.138,SRU-9H28,2023/2024,1385111612,9BM382143RB350779,2024,13.0,SIM,SIM,34,SIM,SIM,9900055916/24,Veículo anterior baixado - Proc. N° 9900057009/24,TRANSOCEÂNICO
PENDOTIBA,2.1.139,SRQ-4B56,2023/2024,1385110551,9BM382143RB350772,2024,9.0,SIM,SIM,34,SIM,SIM,9900055918/24,Veículo anterior baixado - Proc. N° 9900057010/24,TRANSOCEÂNICO
PENDOTIBA,2.1.140,SRF-8G24,2023/2024,1385106805,9BM382143RB350775,2024,15.0,SIM,SIM,34,SIM,SIM,9900055925/24,Veículo anterior baixado - Proc. N° 9900057011/24,TRANSOCEÂNICO
PENDOTIBA,2.1.141,SRQ-4G19,2023/2024,1385319876,9BM382143RB350778,2024,,SIM,SIM,34,SIM,SIM,9900061977/24,Veículo anterior baixado - Proc. N° 9900057012/24,TRANSOCEÂNICO
PENDOTIBA,2.1.142,SRF-8G25,2023/2024,1385106724,9BM382143RB351361,2024,18.0,SIM,SIM,34,SIM,SIM,9900055900/24,Veículo anterior baixado - Proc. N° 9900057014/24,TRANSOCEÂNICO
PENDOTIBA,2.1.143,SRQ-4B53,2023/2024,1385108590,9BM382143RB350781,2024,8.0,SIM,SIM,34,SIM,SIM,9900055921/24,Veículo anterior baixado - Proc. N° 9900057016/24,TRANSOCEÂNICO
PENDOTIBA,2.1.144,SRF-8G29,2023/2024,1385108654,9BM382143RB350776,2024,16.0,SIM,SIM,34,SIM,SIM,9900055906/24,Veículo anterior baixado - Proc. N° 9900057020/24,TRANSOCEÂNICO
PENDOTIBA,2.1.145,SRF8G69,2023/2024,1385112562,9BM382143RB350770,2024,20.0,SIM,SIM,34,SIM,SIM,9900055925/24,Veículo anterior baixado - Proc. N° 9900057023/24,TRANSOCEÂNICO
PENDOTIBA,2.1.146,RJH-7F37,2022/2023,1302857450,9BM382189PB272301,2024,334.0,SIM,SIM,34,SIM,SIM,9900072646/24,Veículo anterior baixado - Proc. N° 080007309/22,TRANSOCEÂNICO
PENDOTIBA,2.1.147,RJP-7C64,2022/2023,1302852008,9BM382189PB272306,2024,478.0,SIM,SIM,34,SIM,SIM,080006724/2023,Veículo anterior baixado - Proc. N° 080007310/22,TRANSOCEÂNICO
PENDOTIBA,2.1.148,RJY-6E35,2022/2023,1302856887,9BM382189PB272309,2024,430.0,SIM,SIM,34,SIM,SIM,9900073050/24,Veículo anterior baixado - Proc. N° 080007311/22,TRANSOCEÂNICO
PENDOTIBA,2.1.149,RKN-6G18,2022/2023,1302849481,9BM382189PB272299,2024,521.0,SIM,SIM,34,SIM,SIM,9900073078/24,Veículo anterior baixado - Proc. N° 080007312/22,TRANSOCEÂNICO
PENDOTIBA,2.1.150,RKF-6H95,2022/2023,1302858260,9BM382189PB272303,2024,542.0,SIM,SIM,34,SIM,SIM,9900073096/24,Veículo anterior baixado - Proc. N° 080007313/22,TRANSOCEÂNICO
PENDOTIBA,2.1.151,RKA-7F68,2022/2023,1304750270,9BM382189PB275748,2024,68.0,SIM,SIM,34,SIM,SIM,9900072005/24,Veículo anterior baixado - Proc. N° 080007314/22,TRANSOCEÂNICO
PENDOTIBA,2.1.152,RJU-7G86,2022/2023,1304749654,9BM382189PB275816,2024,438.0,SIM,SIM,34,SIM,SIM,9900072020/24,Veículo anterior baixado - Proc. N° 080007315/22,TRANSOCEÂNICO
PENDOTIBA,2.1.153,RKK-7E90,2022/2023,1304699533,9BM382189PB275812,2024,109.0,SIM,SIM,34,SIM,SIM,9900072430/24,Veículo anterior baixado - Proc. N° 080007316/22,TRANSOCEÂNICO
PENDOTIBA,2.1.154,RJO-7D46,2022/2023,1304750954,9BM382189PB278781,2024,235.0,SIM,SIM,34,SM,SIM,9900072493/24,Veículo anterior baixado - Proc. N° 080007317/22,TRANSOCEÂNICO
PENDOTIBA,2.1.155,RJO-7D47,2022/2023,1304751535,9BM382189PB278425,2024,440.0,SIM,SIM,43,SIM,SIM,9900072575/24,Véiculo anterior baixado - Proc. N° 080007318/22,TRANSOCEÂNICO
PENDOTIBA,2.1.156,RJV-9F51,2022/2023,1344824215,9BM382189PB303001,2024,292.0,SIM,SIM,34,SIM,SIM,9900072647/24,Veículo anterior baixado - Proc. N° 080000249/23,TRANSOCEÂNICO
PENDOTIBA,2.1.157,RIV-9C84,2022/2023,1344827222,9BM382189PB285225,2024,381.0,SIM,SIM,34,SIM,SIM,9900072661/24,Veículo anterior baixado - Proc. N° 080000250/23,TRANSOCEÂNICO
PENDOTIBA,2.1.158,RJV-9F47,2022/2023,13448236553,9BM382189PB289189,2024,429.0,SIM,SIM,34,SIM,SIM,9900073053/24,Veículo anterior baixado - Proc. N° 080000251/23,TRANSOCEÂNICO
PENDOTIBA,2.1.159,RKQ-9I32,2022/2023,1344820341,9BM382189PB290939,2024,522.0,SIM,SIM,34,SIM,SIM,9900073080/24,Veículo anterior baixado - Proc. N° 080000252/23,TRANSOCEÂNICO
PENDOTIBA,2.1.160,RKS-9D79,2022/2023,1344825688,9BM382189PB294716,2024,541.0,SIM,SIM,34,SIM,SIM,9900073098/24,Veículo anterior baixado - Proc. N° 080000253/23,TRANSOCEÂNICO
PENDOTIBA,2.1.177,LUC6J56,2023/2024,1347628484,9BM384057RB316520,2024,376.0,SIM,SIM,44,SIM,SIM,9900072657/24,Veículo anterior baixado - Proc. N° 080005622/19,TRANSOCEÂNICO
SANTO ANTONIO,2.2.001,LUC-2F16,2019/2020,1214717982,9BM384078LB159973,2024,118.0,SIM,SIM,43,SIM,SIM,9900073205/24,Veículo anterior baixado - Proc. N° 080008364/19,TRANSOCEÂNICO
SANTO ANTONIO,2.2.002,LUC-2F17,2019/2020,1214718580,9BM384078LB160230,2024,5.0,SIM,SIM,43,SIM,SIM,9900073207/24,Veículo anterior baixado - Proc. N° 080008365/19,TRANSOCEÂNICO
SANTO ANTONIO,2.2.003,LSP-8872,2015/2016,1092264660,9BM384078GB029070,2024,99.0,SIM,SIM,46,SIM,SIM,9900073211/24,,TRANSOCEÂNICO
SANTO ANTONIO,2.2.004,LUO-2G30,2019/2020,1214717761,9BM384078LB160155,2024,286.0,SIM,SIM,43,SIM,SIM,9900075383/24,Veículo anterior baixado - Proc. N° 080008366/19,TRANSOCEÂNICO
SANTO ANTONIO,2.2.005,LSP-8870,2015/2016,1092263419,9BM384078GB029057,2024,256.0,SIM,SIM,46,SIM,SIM,9900075427/24,,TRANSOCEÂNICO
SANTO ANTONIO,2.2.006,SQW-9H53,2023/2024,1360274828,9BM384057RB322151,2024,321.0,SIM,SIM,44,SIM,SIM,9900075504/24,Veículo anterior baixado - Proc. N° 080009753/2023,TRANSOCEÂNICO
SANTO ANTONIO,2.2.007,KRQ-6255,2015/2016,1092261130,9BM384078GB029126,2024,366.0,SIM,SIM,46,SIM,SIM,9900075517/24,,TRANSOCEÂNICO
SANTO ANTONIO,2.2.008,SQW-9G76,2023/2024,1360234915,9BM384057RB322146,2024,412.0,SIM,SIM,44,SIM,SIM,9900075530/24,Veículo anterior baixado - Proc. N° 080009033/2023,TRANSOCEÂNICO
SANTO ANTONIO,2.2.009,KRQ-6256,2015/2016,1092263685,9BM384078GB029097,2024,536.0,SIM,SIM,46,SIM,SIM,9900076023/24,,TRANSOCEÂNICO
SANTO ANTONIO,2.2.010,RKV-8A16,2022/2023,1319221499,9BM384065PB275699,2024,510.0,SIM,SIM,44,SIM,SIM,9900076056/24,Veículo anterior baixado - Proc. N° 080001591/21,TRANSOCEÂNICO
SANTO ANTONIO,2.2.011,SRP-2C52,2023/2024,1360400513,9BM384057RB322157,2024,94.0,SIM,SIM,44,SIM,SIM,9900073213/24,Veículo anterior baixado - Proc. N° 080009374/2023,TRANSOCEÂNICO
SANTO ANTONIO,2.2.012,RKN-7D90,2022/2023,1319221863,9BM384065PB280490,2024,203.0,SIM,SIM,44,SIM,SIM,9900073215/24,Veículo anterior baixado - Proc. N° 080003485/20,TRANSOCEÂNICO
SANTO ANTONIO,2.2.013,SQX-2E46,2023/2024,1360396303,9BM384057RB324369,2024,106.0,SIM,SIM,44,SIM,SIM,9900075372/24,Veículo anterior baixado - Proc. N° 080009034/2023,TRANSOCEÂNICO
SANTO ANTONIO,2.2.014,RJE9H28,2022/2023,1342890822,9BM384067PB295504,2024,175.0,SIM,SIM,37,SIM,SIM,9900075387/24,Veículo anterior baixado - Proc. N° 080007845/2023,TRANSOCEÂNICO
SANTO ANTONIO,2.2.015,RJV-8H38,2022/2023,1339831977,9BM384065PB290616,2024,259.0,SIM,SIM,44,SIM,SIM,9900075429/24,,TRANSOCEÂNICO
SANTO ANTONIO,2.2.016,LUC-2F18,2019/2020,1214719047,9BM384078LB159984,2024,322.0,SIM,SIM,43,SIM,SIM,9900075505/24,Veículo anterior baixado - Proc. N° 080008854/19,TRANSOCEÂNICO
SANTO ANTONIO,2.2.017,LUK-4H11,2019/2020,1214720070,9BM384078LB158721,2024,364.0,SIM,SIM,43,SIM,SIM,9900075521/24,Veículo anterior baixado - Proc. N° 080008853/19,TRANSOCEÂNICO
SANTO ANTONIO,2.2.018,RJL-9E46,2022/2023,1333183590,9BM384065PB291824,2024,414.0,SIM,SIM,44,SIM,SIM,9900075531/24,Veículo anterior baixado - Proc. N° 080003486/20,TRANSOCEÂNICO
SANTO ANTONIO,2.2.019,RKA-9A14,2022/2023,1333181920,9BM384065PB289881,2024,471.0,SIM,SIM,44,SIM,SIM,9900076026/24,Veículo anterior baixado - Proc. N° 080003487/20,TRANSOCEÂNICO
SANTO ANTONIO,2.2.020,RKL-9G70,2022/2023,1342894054,9BM384067PB295506,2024,511.0,SIM,SIM,37,SIM,SIM,9900076063/24,Veículo anterior baixado - Proc. N° 080006294/21,TRANSOCEÂNICO
SANTO ANTONIO,2.2.021,RKA-9F58,2022/2023,1342893678,9BM384067PB295383,2024,186.0,SIM,SIM,37,SIM,SIM,9900073218/24,Veículo anterior baixado - Proc. N° 080003488/20,TRANSOCEÂNICO
SANTO ANTONIO,2.2.022,LSY-9303,2017/2017,1116539150,9BM384067HB054924,2024,277.0,SIM,SIM,39,SIM,SIM,9900073222/24,,TRANSOCEÂNICO
SANTO ANTONIO,2.2.023,RKM9D54,2022/2023,1342892035,9BM384067PB291841,2024,102.0,SIM,SIM,37,SIM,SIM,9900073223/24,Veículo anterior baixado - Proc. N° 080007875/2023,TRANSOCEÂNICO
SANTO ANTONIO,2.2.024,RKU8J58,2022/2023,1342889840,9BM384067PB290856,2024,177.0,SIM,SIM,37,SIM,SIM,9900075390/24,Veículo anterior baixado - Proc. N° 080007846/2023,TRANSOCEÂNICO
SANTO ANTONIO,2.2.025,LUC-2F20,2019/2020,1214719675,9BM384078LB158776,2024,317.0,SIM,SIM,43,SIM,SIM,9900075433/24,Veículo anterior baixado - Proc. N° 080008930/19,TRANSOCEÂNICO
SANTO ANTONIO,2.2.026,LMT-3144,2018/2019,1159390344,9BM384067KB091439,2024,323.0,SIM,SIM,35,SIM,SIM,9900075506/24,,TRANSOCEÂNICO
SANTO ANTONIO,2.2.027,KXE-7527,2015/2016,1092265985,9BM384078GB029052,2024,367.0,SIM,SIM,46,SIM,SIM,9900075522/24,,TRANSOCEÂNICO
SANTO ANTONIO,2.2.028,LUC-2F21,2019/2020,1214720711,9BM384078LB159967,2024,413.0,SIM,SIM,43,SIM,SIM,9900075925/24,Veículo anterior baixado - Proc. N° 080008852/19,TRANSOCEÂNICO
SANTO ANTONIO,2.2.029,LTM-3145,2018/2019,1159389907,9BM384067KB092021,2024,469.0,SIM,SIM,37,SIM,SIM,9900076032/24,,TRANSOCEÂNICO
SANTO ANTONIO,2.2.030,RIV-9C11,2022/2023,11344084750,9BM384067PB284893,2024,513.0,SIM,SIM,37,SIM,SIM,9900076083/24,Veículo anterior baixado - Proc. N° 080009907/22,TRANSOCEÂNICO
SANTO ANTONIO,2.2.031,LUC-2F49,2019/2020,1215399259,9BM384078LB159970,2024,181.0,SIM,SIM,43,SIM,SIM,9900073226/24,Veículo anterior baixado - Proc. N° 080008851/19,TRANSOCEÂNICO
SANTO ANTONIO,2.2.032,RJE-9H26,2022/2023,1342888763,9BM384067PB295477,2024,200.0,SIM,SIM,37,SIM,SIM,9900073229/24,Veículo anterior baixado - Proc. N° 080006293/21,TRANSOCEÂNICO
SANTO ANTONIO,2.2.033,RJG9I76,2022/2023,1342890423,9BM384067PB295386,2024,104.0,SIM,SIM,37,SIM,SIM,9900073234/24,Veículo anterior baixado - Proc. N° 080007864/2023,TRANSOCEÂNICO
SANTO ANTONIO,2.2.034,RJW9G69,2022/2023,1335542865,9BM384078PB298675,2024,176.0,SIM,SIM,44,SIM,SIM,9900075398/24,Veículo anterior baixado - Proc. N° 080007847/2023,TRANSOCEÂNICO
SANTO ANTONIO,2.2.035,RKS-9E61,2022/2023,1335542555,9BM384078PB298677,2024,283.0,SIM,SIM,44,SIM,SIM,9900075435/24,Veículo anterior baixado - Proc. N° 080001528/23,TRANSOCEÂNICO
SANTO ANTONIO,2.2.036,LTM-3147,2018/2019,1159393262,9BM384067KB092025,2024,324.0,SIM,SIM,37,SIM,SIM,9900075507/24,,TRANSOCEÂNICO
SANTO ANTONIO,2.2.037,SEM-2C79,2023/2024,1360274348,9BM384057RB324384,2024,370.0,SIM,SIM,44,SIM,SIM,9900075523/24,Veículo anterior baixado - Proc. N° 080001726/2023,TRANSOCEÂNICO
SANTO ANTONIO,2.2.038,SRJ-2H17,2023/2024,1362296330,9BM384057RB338988,2024,439.0,SIM,SIM,44,SIM,SIM,9900075929/24,Véiculo anterior baixado - Proc. N° 080001149/2023,TRANSOCEÂNICO
SANTO ANTONIO,2.2.039,SQX-6F71,2023/2024,1362324539,9BM384057RB339275,2024,470.0,SIM,SIM,44,SIM,SIM,9900076034/24,Veículo anterior baixado - Proc. N° 080009908/2022,TRANSOCEÂNICO
SANTO ANTONIO,2.2.040,SQX-6F69,2023/2024,1362322544,9BM384057RB338961,2024,519.0,SIM,SIM,44,SIM,SIM,9900076093/24,Veículo anterior baixado - Proc. N° 080010508/2022,TRANSOCEÂNICO
SANTO ANTONIO,2.2.041,SQX-6F60,2023/2024,1362318202,9BM384057RB339138,2024,144.0,SIM,SIM,44,SIM,SIM,9900073238/24,Veículo anterior baixado - Proc. N° 080010506/2022,TRANSOCEÂNICO
SANTO ANTONIO,2.2.042,SRA-0F30,2023/2024,1362322951,9BM384057RB339271,2024,202.0,SIM,SIM,44,SIM,SIM,9900073239/24,Veículo anterior baixado - Proc. N° 080010504/2022,TRANSOCEÂNICO
SANTO ANTONIO,2.2.045,LSP-8871,2015/2016,1092264270,9BM384078GB029131,2024,257.0,SIM,SIM,46,SIM,SIM,9900075441/24,,TRANSOCEÂNICO
SANTO ANTONIO,2.2.046,KXK-8562,2017/2017,1116531000,9BM384067HB055575,2024,316.0,SIM,SIM,39,SIM,SIM,9900075508/24,,TRANSOCEÂNICO
SANTO ANTONIO,2.2.048,KRQ-6254,2015/2016,1092258750,9BM384078GB029104,2024,416.0,SIM,SIM,46,SIM,SIM,9900075932/24,,TRANSOCEÂNICO
SANTO ANTONIO,2.2.050,LUO-2G29,2019/2020,1214717303,9BM384078LB159975,2024,531.0,SIM,SIM,43,SIM,SIM,9900076095/24,Veículo anterior baixado - Proc. N° 080008929/19,TRANSOCEÂNICO
SANTO ANTONIO,2.2.051,KXE-7508,2015/2016,1092373010,9BM384078GB029136,2024,95.0,SIM,SIM,46,SIM,SIM,9900073240/24,,TRANSOCEÂNICO
SANTO ANTONIO,2.2.054,KRQ-4285,2015/2016,1091928140,9BM384078GB029165,2024,178.0,SIM,SIM,42,SIM,SIM,9900075408/24,,TRANSOCEÂNICO
SANTO ANTONIO,2.2.056,LSP-8873,2015/2016,1092265233,9BM384078GB029116,2024,318.0,SIM,SIM,42,SIM,SIM,9900075510/24,,TRANSOCEÂNICO
SANTO ANTONIO,2.2.057,LUC-2F19,2019/2020,1214719411,9BM384078LB160154,2024,329.0,SIM,SIM,43,SIM,SIM,9900075524/24,Veículo anterior baixado - Proc. N° 080008850/19,TRANSOCEÂNICO
SANTO ANTONIO,2.2.059,KXK-8563,2017/2017,1116532830,9BM384067HB055595,2024,264.0,SIM,SIM,39,SIM,SIM,9900076037/24,,TRANSOCEÂNICO
SANTO ANTONIO,2.2.061,LTT-7D35,2018/2019,1178856310,9BM382189KB115279,2024,145.0,SIM,SIM,32,SIM,SIM,9900073241/24,Veículo anterior baixado - Proc. N° 080001808/19,TRANSOCEÂNICO
SANTO ANTONIO,2.2.062,LTT-7D36,2018/2019,1178856612,9BM382189KB116168,2024,201.0,SIM,SIM,32,SIM,SIM,9900073242/24,Veículo anterior baixado - Proc. N° 080001810/19,TRANSOCEÂNICO
SANTO ANTONIO,2.2.066,KXK-8F72,2017/2017,1116537688,9BM384067HB055763,2024,314.0,SIM,SIM,39,SIM,SIM,9900075511/24,,TRANSOCEÂNICO
SANTO ANTONIO,2.2.067,KXK-8564,2017/2017,1116532872,9BM384067HB056344,2024,371.0,SIM,SIM,39,SIM,SIM,9900075525/24,,TRANSOCEÂNICO
SANTO ANTONIO,2.2.068,LSR-7877,2015/2016,1091935197,9BM384078GB029170,2024,393.0,SIM,SIM,42,SIM,SIM,9900075938/24,,TRANSOCEÂNICO
SANTO ANTONIO,2.2.069,LSY-9304,2017/2017,1116540816,9BM384067HB056419,2024,535.0,SIM,SIM,39,SIM,SIM,9900076040/24,,TRANSOCEÂNICO
SANTO ANTONIO,2.2.070,KXK-8573,2017/2017,1116538340,9BM384067HB057282,2024,515.0,SIM,SIM,39,SIM,SIM,9900076098/24,,TRANSOCEÂNICO
SANTO ANTONIO,2.2.075,KZJ-9746,2018/2019,1159391944,9BM384067KB092028,2024,254.0,SIM,SIM,37,SIM,SIM,9900075443/24,,TRANSOCEÂNICO
SANTO ANTONIO,2.2.076,LTM-1512,2018/2019,1159381892,9BM384067KB092034,2024,320.0,SIM,SIM,37,SIM,SIM,9900075512/24,,TRANSOCEÂNICO
SANTO ANTONIO,2.2.080,LSY-9306,2017/2017,1116545443,9BM384067HB057549,2024,514.0,SIM,SIM,39,SIM,SIM,9900076099/24,,TRANSOCEÂNICO
SANTO ANTONIO,2.2.081,LTM-1511,2018/2019,1159381167,9BM384067KB092037,2024,184.0,SIM,SIM,37,SIM,SIM,9900073244/24,,TRANSOCEÂNICO
